bucket,segment_name,segment_path,segment_sha1,source_file,source_group,source_sha1
quarantine_uncertain,DJI_drones_noise_comparson_seg_002_0012479_0016479.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_002_0012479_0016479.wav,37ca4e8585795a061c2502dcc67507e32a47f183,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_003_0016229_0020229.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_003_0016229_0020229.wav,080731e57681cadd6359f4f63a2007a11b7611e2,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_004_0019979_0023979.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_004_0019979_0023979.wav,b6fadee8cb7ea8830ef4c01ccf163d84633db983,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_005_0023729_0027729.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_005_0023729_0027729.wav,5390ef273d40df8af5f4cca212c7785187bcd73e,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_006_0027479_0029018.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_006_0027479_0029018.wav,5af3ce81d5514b655e69e3af41c09cdcfc56d632,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_007_0030328_0034328.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_007_0030328_0034328.wav,11b5832dc03725472c116c3ae2bbe3cd1f7be788,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_008_0034078_0038078.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_008_0034078_0038078.wav,96963d886b1de4a986adc9c2025092945d9b2517,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_009_0037828_0041617.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_009_0037828_0041617.wav,3005a4449b9baccb952bb222b9a8f32495fbdd93,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_010_0043277_0047277.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_010_0043277_0047277.wav,d14494319e03643159ca4f125a148f454aa40d8f,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_011_0047027_0051027.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_011_0047027_0051027.wav,9b598cd241119726efe840bc63812ed258fcc543,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_012_0050777_0054777.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_012_0050777_0054777.wav,290e1dea3bed8099ee80a8374be9ad9e2cd2f7ab,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_013_0054527_0058527.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_013_0054527_0058527.wav,74adef953d935e21b153b2a6d6163efe6c65376e,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_014_0058277_0062277.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_014_0058277_0062277.wav,4f92c5c699422e965ea93ecad440d3b20a97db28,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
quarantine_uncertain,DJI_drones_noise_comparson_seg_015_0062027_0066027.wav,output_v3/quarantine_uncertain/DJI_drones_noise_comparson_seg_015_0062027_0066027.wav,de1da70ca81a2e92ef70d0bdc5ebacc3c9a43a81,source/DJI drones noise comparson.mp3,dji_drones_noise_comparson,585b109266cb7342604ac5bbc352f785d9d7f6ba
